Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2014,Annual,Drug Deaths,Wyoming,37,15.7,0.546,17.6,13.8
2014,Annual,Drug Deaths,United States,,13,,13.1,12.9
2014,Annual,Drug Deaths,District of Columbia,,13.9,,15.7,12.2
2014,Annual,Excessive Drinking,Alabama,3,12.3,-1.84,13.6,11
2014,Annual,Excessive Drinking,Alaska,43,21.1,0.91,22.9,19.3
2014,Annual,Excessive Drinking,Arizona,11,14.8,-1.06,16.9,12.8
2014,Annual,Excessive Drinking,Arkansas,7,13.7,-1.41,15.2,12.2
2014,Annual,Excessive Drinking,California,31,18.9,0.22,20,17.8
2014,Annual,Excessive Drinking,Colorado,39,19.9,0.53,20.8,18.9
2014,Annual,Excessive Drinking,Connecticut,37,19.5,0.41,20.9,18
2014,Annual,Excessive Drinking,Delaware,30,18.8,0.19,20.3,17.2
2014,Annual,Excessive Drinking,Florida,20,17.6,-0.19,18.6,16.6
2014,Annual,Excessive Drinking,Georgia,9,14.3,-1.22,15.4,13.2
2014,Annual,Excessive Drinking,Hawaii,38,19.7,0.47,21,18.3
2014,Annual,Excessive Drinking,Idaho,15,16.2,-0.62,17.7,14.6
2014,Annual,Excessive Drinking,Illinois,47,22.6,1.37,24.3,20.8
2014,Annual,Excessive Drinking,Indiana,14,16,-0.69,17,15
2014,Annual,Excessive Drinking,Iowa,46,22.4,1.31,23.7,21.1
2014,Annual,Excessive Drinking,Kansas,15,16.2,-0.62,16.9,15.6
2014,Annual,Excessive Drinking,Kentucky,9,14.3,-1.22,15.4,13.2
2014,Annual,Excessive Drinking,Louisiana,22,17.7,-0.16,19.6,15.8
2014,Annual,Excessive Drinking,Maine,35,19.3,0.34,20.5,18
2014,Annual,Excessive Drinking,Maryland,12,15.7,-0.78,16.7,14.6
2014,Annual,Excessive Drinking,Massachusetts,43,21.1,0.91,22.3,20
2014,Annual,Excessive Drinking,Michigan,41,20.2,0.62,21.2,19.2
2014,Annual,Excessive Drinking,Minnesota,47,22.6,1.37,23.9,21.3
2014,Annual,Excessive Drinking,Mississippi,5,13.4,-1.5,14.7,12.1
2014,Annual,Excessive Drinking,Missouri,23,18,-0.06,19.5,16.5
2014,Annual,Excessive Drinking,Montana,45,22.2,1.25,23.4,21
2014,Annual,Excessive Drinking,Nebraska,42,21,0.87,22.1,20
2014,Annual,Excessive Drinking,Nevada,19,17.4,-0.25,19.4,15.4
2014,Annual,Excessive Drinking,New Hampshire,27,18.4,0.06,19.8,17.1
2014,Annual,Excessive Drinking,New Jersey,20,17.6,-0.19,18.6,16.6
2014,Annual,Excessive Drinking,New Mexico,13,15.9,-0.72,17.1,14.7
2014,Annual,Excessive Drinking,New York,31,18.9,0.22,20.1,17.8
2014,Annual,Excessive Drinking,North Carolina,8,14.1,-1.28,15.2,13.1
2014,Annual,Excessive Drinking,North Dakota,50,24.9,2,26.3,23.4
2014,Annual,Excessive Drinking,Ohio,25,18.1,-0.03,19.2,17
2014,Annual,Excessive Drinking,Oklahoma,5,13.4,-1.5,14.5,12.3
2014,Annual,Excessive Drinking,Oregon,33,19,0.25,20.4,17.6
2014,Annual,Excessive Drinking,Pennsylvania,29,18.5,0.09,19.5,17.5
2014,Annual,Excessive Drinking,Rhode Island,35,19.3,0.34,20.8,17.8
2014,Annual,Excessive Drinking,South Carolina,17,16.3,-0.59,17.3,15.2
2014,Annual,Excessive Drinking,South Dakota,40,20.1,0.59,21.8,18.5
2014,Annual,Excessive Drinking,Tennessee,1,10.5,-2,11.8,9.3
2014,Annual,Excessive Drinking,Texas,26,18.2,0,19.4,17
2014,Annual,Excessive Drinking,Utah,4,13.2,-1.56,14,12.3
2014,Annual,Excessive Drinking,Vermont,34,19.1,0.28,20.4,17.7
2014,Annual,Excessive Drinking,Virginia,18,17.2,-0.31,18.4,16
2014,Annual,Excessive Drinking,Washington,27,18.4,0.06,19.5,17.4
2014,Annual,Excessive Drinking,West Virginia,2,11.8,-2,12.9,10.8
2014,Annual,Excessive Drinking,Wisconsin,49,23.8,1.75,25.5,22.1
2014,Annual,Excessive Drinking,Wyoming,23,18,-0.06,19.5,16.4
2014,Annual,Excessive Drinking,United States,,18.2,,18.1,17.6
2014,Annual,Excessive Drinking,District of Columbia,,23.8,,26,21.6
2014,Annual,Fruits,Alabama,46,1.15,-1.79,1.21,1.09
2014,Annual,Fruits,Alaska,19,1.4,0.07,1.45,1.34
2014,Annual,Fruits,Arizona,26,1.36,-0.22,1.44,1.28
2014,Annual,Fruits,Arkansas,43,1.21,-1.34,1.33,1.1
2014,Annual,Fruits,California,1,1.67,2,1.71,1.63
2014,Annual,Fruits,Colorado,10,1.47,0.6,1.5,1.44
2014,Annual,Fruits,Connecticut,6,1.5,0.82,1.54,1.45
2014,Annual,Fruits,Delaware,31,1.32,-0.52,1.36,1.27
2014,Annual,Fruits,Florida,12,1.46,0.52,1.5,1.42
2014,Annual,Fruits,Georgia,33,1.29,-0.75,1.33,1.26
2014,Annual,Fruits,Hawaii,28,1.35,-0.3,1.39,1.31
2014,Annual,Fruits,Idaho,16,1.41,0.15,1.51,1.31
2014,Annual,Fruits,Illinois,8,1.49,0.75,1.55,1.44
2014,Annual,Fruits,Indiana,33,1.29,-0.75,1.33,1.26
2014,Annual,Fruits,Iowa,33,1.29,-0.75,1.32,1.25
2014,Annual,Fruits,Kansas,39,1.25,-1.04,1.29,1.21
2014,Annual,Fruits,Kentucky,45,1.16,-1.71,1.2,1.13
2014,Annual,Fruits,Louisiana,44,1.18,-1.57,1.26,1.1
2014,Annual,Fruits,Maine,6,1.5,0.82,1.54,1.46
2014,Annual,Fruits,Maryland,16,1.41,0.15,1.44,1.38
2014,Annual,Fruits,Massachusetts,9,1.48,0.67,1.52,1.45
2014,Annual,Fruits,Michigan,23,1.39,0,1.42,1.36
2014,Annual,Fruits,Minnesota,25,1.37,-0.15,1.4,1.33
2014,Annual,Fruits,Mississippi,47,1.13,-1.94,1.18,1.09
2014,Annual,Fruits,Missouri,42,1.23,-1.19,1.27,1.19
2014,Annual,Fruits,Montana,24,1.38,-0.07,1.42,1.34
2014,Annual,Fruits,Nebraska,26,1.36,-0.22,1.4,1.33
2014,Annual,Fruits,Nevada,14,1.44,0.37,1.51,1.38
2014,Annual,Fruits,New Hampshire,2,1.54,1.12,1.61,1.47
2014,Annual,Fruits,New Jersey,15,1.42,0.22,1.45,1.39
2014,Annual,Fruits,New Mexico,29,1.33,-0.45,1.37,1.3
2014,Annual,Fruits,New York,3,1.53,1.04,1.58,1.48
2014,Annual,Fruits,North Carolina,41,1.24,-1.12,1.28,1.2
2014,Annual,Fruits,North Dakota,31,1.32,-0.52,1.37,1.27
2014,Annual,Fruits,Ohio,37,1.27,-0.89,1.3,1.24
2014,Annual,Fruits,Oklahoma,49,1.07,-2,1.1,1.04
2014,Annual,Fruits,Oregon,4,1.52,0.97,1.58,1.46
2014,Annual,Fruits,Pennsylvania,19,1.4,0.07,1.44,1.35
2014,Annual,Fruits,Rhode Island,12,1.46,0.52,1.51,1.41
2014,Annual,Fruits,South Carolina,38,1.26,-0.97,1.3,1.23
2014,Annual,Fruits,South Dakota,36,1.28,-0.82,1.32,1.23
2014,Annual,Fruits,Tennessee,49,1.07,-2,1.1,1.03
2014,Annual,Fruits,Texas,39,1.25,-1.04,1.29,1.2
2014,Annual,Fruits,Utah,10,1.47,0.6,1.5,1.44
2014,Annual,Fruits,Vermont,4,1.52,0.97,1.58,1.46
2014,Annual,Fruits,Virginia,16,1.41,0.15,1.45,1.38
2014,Annual,Fruits,Washington,19,1.4,0.07,1.44,1.36
2014,Annual,Fruits,West Virginia,48,1.08,-2,1.11,1.05
2014,Annual,Fruits,Wisconsin,19,1.4,0.07,1.44,1.35
2014,Annual,Fruits,Wyoming,29,1.33,-0.45,1.37,1.28
2014,Annual,Fruits,United States,,1.39,,1.4,1.38
2014,Annual,Fruits,District of Columbia,,1.56,,1.63,1.48
2014,Annual,Heart Attack,Alabama,47,5.9,1.75,6.7,5.2
2014,Annual,Heart Attack,Alaska,3,3.1,-1.13,3.7,2.5
2014,Annual,Heart Attack,Arizona,26,4.4,0.21,5.6,3.2
2014,Annual,Heart Attack,Arkansas,36,5.1,0.93,5.9,4.4
2014,Annual,Heart Attack,California,6,3.3,-0.93,3.8,2.9
2014,Annual,Heart Attack,Colorado,3,3.1,-1.13,3.4,2.8
2014,Annual,Heart Attack,Connecticut,9,3.8,-0.41,4.3,3.2
2014,Annual,Heart Attack,Delaware,20,4.1,-0.1,4.7,3.5
2014,Annual,Heart Attack,Florida,46,5.6,1.44,6.1,5.1
2014,Annual,Heart Attack,Georgia,13,3.9,-0.31,4.4,3.4
2014,Annual,Heart Attack,Hawaii,5,3.2,-1.03,3.8,2.7
2014,Annual,Heart Attack,Idaho,7,3.7,-0.52,4.4,3.1
2014,Annual,Heart Attack,Illinois,20,4.1,-0.1,4.8,3.5
2014,Annual,Heart Attack,Indiana,39,5.2,1.03,5.7,4.7
2014,Annual,Heart Attack,Iowa,31,4.7,0.52,5.2,4.2
2014,Annual,Heart Attack,Kansas,24,4.2,0,4.5,4
2014,Annual,Heart Attack,Kentucky,48,6,1.86,6.6,5.4
2014,Annual,Heart Attack,Louisiana,41,5.3,1.13,6.2,4.5
2014,Annual,Heart Attack,Maine,41,5.3,1.13,5.8,4.7
2014,Annual,Heart Attack,Maryland,9,3.8,-0.41,4.3,3.3
2014,Annual,Heart Attack,Massachusetts,13,3.9,-0.31,4.3,3.4
2014,Annual,Heart Attack,Michigan,39,5.2,1.03,5.6,4.7
2014,Annual,Heart Attack,Minnesota,1,3,-1.24,3.5,2.5
2014,Annual,Heart Attack,Mississippi,36,5.1,0.93,5.7,4.4
2014,Annual,Heart Attack,Missouri,44,5.4,1.24,6.1,4.7
2014,Annual,Heart Attack,Montana,28,4.5,0.31,5,4
2014,Annual,Heart Attack,Nebraska,17,4,-0.21,4.4,3.6
2014,Annual,Heart Attack,Nevada,26,4.4,0.21,5.3,3.6
2014,Annual,Heart Attack,New Hampshire,17,4,-0.21,4.6,3.4
2014,Annual,Heart Attack,New Jersey,13,3.9,-0.31,4.4,3.5
2014,Annual,Heart Attack,New Mexico,17,4,-0.21,4.5,3.5
2014,Annual,Heart Attack,New York,31,4.7,0.52,5.3,4.1
2014,Annual,Heart Attack,North Carolina,30,4.6,0.41,5.1,4
2014,Annual,Heart Attack,North Dakota,20,4.1,-0.1,4.6,3.6
2014,Annual,Heart Attack,Ohio,41,5.3,1.13,5.8,4.8
2014,Annual,Heart Attack,Oklahoma,45,5.5,1.34,6,4.9
2014,Annual,Heart Attack,Oregon,9,3.8,-0.41,4.4,3.2
2014,Annual,Heart Attack,Pennsylvania,34,4.8,0.62,5.3,4.4
2014,Annual,Heart Attack,Rhode Island,35,4.9,0.72,5.5,4.3
2014,Annual,Heart Attack,South Carolina,31,4.7,0.52,5.3,4.2
2014,Annual,Heart Attack,South Dakota,36,5.1,0.93,5.9,4.3
2014,Annual,Heart Attack,Tennessee,49,6.9,2,7.7,6
2014,Annual,Heart Attack,Texas,13,3.9,-0.31,4.5,3.4
2014,Annual,Heart Attack,Utah,1,3,-1.24,3.3,2.6
2014,Annual,Heart Attack,Vermont,24,4.2,0,4.7,3.6
2014,Annual,Heart Attack,Virginia,7,3.7,-0.52,4.2,3.3
2014,Annual,Heart Attack,Washington,9,3.8,-0.41,4.2,3.4
2014,Annual,Heart Attack,West Virginia,50,7.8,2,8.5,7
2014,Annual,Heart Attack,Wisconsin,20,4.1,-0.1,4.8,3.3
2014,Annual,Heart Attack,Wyoming,28,4.5,0.31,5,3.9
2014,Annual,Heart Attack,United States,,4.2,,4.5,4.3
2014,Annual,Heart Attack,District of Columbia,,4.1,,5,3.2
2014,Annual,Heart Disease,South Dakota,31,4.6,0.52,5.4,3.8
2014,Annual,Heart Disease,Tennessee,49,6.3,2,7.1,5.4
2014,Annual,Heart Disease,Texas,10,3.4,-0.73,3.9,3
2014,Annual,Heart Disease,Utah,2,2.7,-1.47,3,2.4
2014,Annual,Heart Disease,Vermont,17,3.8,-0.31,4.3,3.3
2014,Annual,Heart Disease,Virginia,18,3.9,-0.21,4.4,3.4
2014,Annual,Heart Disease,Washington,14,3.7,-0.42,4.1,3.3
2014,Annual,Heart Disease,West Virginia,50,7.5,2,8.2,6.7
2014,Annual,Heart Disease,Wisconsin,37,4.9,0.84,5.7,4.1
2014,Annual,Heart Disease,Wyoming,18,3.9,-0.21,4.4,3.3
2014,Annual,Heart Disease,United States,,4.1,,4.3,4.1
2014,Annual,Heart Disease,District of Columbia,,2.6,,3.1,2.1
2014,Annual,Heart Disease,Alabama,46,5.3,1.26,6,4.7
2014,Annual,Heart Disease,Alaska,6,3.2,-0.94,3.8,2.5
2014,Annual,Heart Disease,Arizona,22,4.1,0,5,3.1
2014,Annual,Heart Disease,Arkansas,46,5.3,1.26,6,4.5
2014,Annual,Heart Disease,California,4,3.1,-1.05,3.5,2.7
2014,Annual,Heart Disease,Colorado,1,2.5,-1.68,2.8,2.3
2014,Annual,Heart Disease,Connecticut,21,4,-0.1,4.5,3.4
2014,Annual,Heart Disease,Delaware,31,4.6,0.52,5.3,4
2014,Annual,Heart Disease,Florida,40,5,0.94,5.4,4.6
2014,Annual,Heart Disease,Georgia,14,3.7,-0.42,4.2,3.3
2014,Annual,Heart Disease,Hawaii,2,2.7,-1.47,3.2,2.2
2014,Annual,Heart Disease,Idaho,13,3.6,-0.52,4.2,3
2014,Annual,Heart Disease,Illinois,18,3.9,-0.21,4.5,3.3
2014,Annual,Heart Disease,Indiana,28,4.3,0.21,4.8,3.9
2014,Annual,Heart Disease,Iowa,31,4.6,0.52,5.1,4.1
2014,Annual,Heart Disease,Kansas,27,4.2,0.1,4.5,4
2014,Annual,Heart Disease,Kentucky,48,6,1.99,6.6,5.5
2014,Annual,Heart Disease,Louisiana,40,5,0.94,5.7,4.2
2014,Annual,Heart Disease,Maine,40,5,0.94,5.5,4.4
2014,Annual,Heart Disease,Maryland,8,3.3,-0.84,3.7,2.9
2014,Annual,Heart Disease,Massachusetts,8,3.3,-0.84,3.7,2.9
2014,Annual,Heart Disease,Michigan,45,5.2,1.15,5.7,4.8
2014,Annual,Heart Disease,Minnesota,4,3.1,-1.05,3.6,2.6
2014,Annual,Heart Disease,Mississippi,37,4.9,0.84,5.5,4.3
2014,Annual,Heart Disease,Missouri,31,4.6,0.52,5.2,4
2014,Annual,Heart Disease,Montana,12,3.5,-0.63,3.9,3
2014,Annual,Heart Disease,Nebraska,22,4.1,0,4.5,3.7
2014,Annual,Heart Disease,Nevada,10,3.4,-0.73,4,2.7
2014,Annual,Heart Disease,New Hampshire,22,4.1,0,4.7,3.5
2014,Annual,Heart Disease,New Jersey,14,3.7,-0.42,4.2,3.2
2014,Annual,Heart Disease,New Mexico,6,3.2,-0.94,3.7,2.8
2014,Annual,Heart Disease,New York,29,4.4,0.31,4.9,3.9
2014,Annual,Heart Disease,North Carolina,31,4.6,0.52,5.1,4.1
2014,Annual,Heart Disease,North Dakota,22,4.1,0,4.6,3.6
2014,Annual,Heart Disease,Ohio,36,4.7,0.63,5.1,4.2
2014,Annual,Heart Disease,Oklahoma,44,5.1,1.05,5.6,4.6
2014,Annual,Heart Disease,Oregon,30,4.5,0.42,5.2,3.8
2014,Annual,Heart Disease,Pennsylvania,40,5,0.94,5.4,4.5
2014,Annual,Heart Disease,Rhode Island,22,4.1,0,4.6,3.5
2014,Annual,Heart Disease,South Carolina,37,4.9,0.84,5.4,4.4
2014,Annual,High Blood Pressure,Alabama,49,40.3,2,42,38.7
2014,Annual,High Blood Pressure,Alaska,12,29.8,-0.41,31.7,28
2014,Annual,High Blood Pressure,Arizona,18,30.7,-0.18,33,28.4
2014,Annual,High Blood Pressure,Arkansas,44,38.7,1.87,40.5,36.8
2014,Annual,High Blood Pressure,California,5,28.7,-0.69,29.8,27.6
2014,Annual,High Blood Pressure,Colorado,2,26.3,-1.31,27.2,25.4
2014,Annual,High Blood Pressure,Connecticut,23,31.3,-0.03,32.7,29.9
2014,Annual,High Blood Pressure,Delaware,41,35.6,1.08,37.3,33.9
2014,Annual,High Blood Pressure,Florida,37,34.6,0.82,35.7,33.5
2014,Annual,High Blood Pressure,Georgia,39,35,0.92,36.4,33.7
2014,Annual,High Blood Pressure,Hawaii,4,28.5,-0.74,29.9,27
2014,Annual,High Blood Pressure,Idaho,8,29.4,-0.51,31.1,27.8
2014,Annual,High Blood Pressure,Illinois,13,30.1,-0.33,31.8,28.5
2014,Annual,High Blood Pressure,Indiana,33,33.5,0.54,34.6,32.4
2014,Annual,High Blood Pressure,Iowa,25,31.4,0,32.6,30.1
2014,Annual,High Blood Pressure,Kansas,23,31.3,-0.03,32,30.6
2014,Annual,High Blood Pressure,Kentucky,46,39.1,1.98,40.4,37.7
2014,Annual,High Blood Pressure,Louisiana,47,39.8,2,41.8,37.8
2014,Annual,High Blood Pressure,Maine,32,33.3,0.49,34.6,32
2014,Annual,High Blood Pressure,Maryland,31,32.8,0.36,33.9,31.6
2014,Annual,High Blood Pressure,Massachusetts,8,29.4,-0.51,30.5,28.3
2014,Annual,High Blood Pressure,Michigan,37,34.6,0.82,35.7,33.5
2014,Annual,High Blood Pressure,Minnesota,3,27,-1.13,28.4,25.7
2014,Annual,High Blood Pressure,Mississippi,48,40.2,2,41.8,38.6
2014,Annual,High Blood Pressure,Missouri,28,32,0.15,33.6,30.5
2014,Annual,High Blood Pressure,Montana,7,29.3,-0.54,30.5,28.1
2014,Annual,High Blood Pressure,Nebraska,15,30.3,-0.28,31.4,29.2
2014,Annual,High Blood Pressure,Nevada,17,30.6,-0.21,32.9,28.4
2014,Annual,High Blood Pressure,New Hampshire,13,30.1,-0.33,31.5,28.7
2014,Annual,High Blood Pressure,New Jersey,20,31.1,-0.08,32.2,29.9
2014,Annual,High Blood Pressure,New Mexico,10,29.5,-0.49,30.8,28.2
2014,Annual,High Blood Pressure,New York,26,31.5,0.03,32.8,30.3
2014,Annual,High Blood Pressure,North Carolina,40,35.5,1.05,36.8,34.2
2014,Annual,High Blood Pressure,North Dakota,11,29.7,-0.44,31.1,28.4
2014,Annual,High Blood Pressure,Ohio,33,33.5,0.54,34.7,32.3
2014,Annual,High Blood Pressure,Oklahoma,42,37.5,1.56,38.8,36.2
2014,Annual,High Blood Pressure,Oregon,27,31.8,0.1,33.4,30.3
2014,Annual,High Blood Pressure,Pennsylvania,35,33.7,0.59,34.8,32.6
2014,Annual,High Blood Pressure,Rhode Island,36,33.8,0.62,35.3,32.3
2014,Annual,High Blood Pressure,South Carolina,43,38.4,1.8,39.7,37.1
2014,Annual,High Blood Pressure,South Dakota,18,30.7,-0.18,32.4,29
2014,Annual,High Blood Pressure,Tennessee,45,38.8,1.9,40.6,37.1
2014,Annual,High Blood Pressure,Texas,22,31.2,-0.05,32.5,29.9
2014,Annual,High Blood Pressure,Utah,1,24.2,-1.85,25.1,23.3
2014,Annual,High Blood Pressure,Vermont,20,31.1,-0.08,32.4,29.7
2014,Annual,High Blood Pressure,Virginia,30,32.5,0.28,33.7,31.2
2014,Annual,High Blood Pressure,Washington,16,30.4,-0.26,31.5,29.3
2014,Annual,High Blood Pressure,West Virginia,50,41,2,42.4,39.5
2014,Annual,High Blood Pressure,Wisconsin,29,32.3,0.23,34,30.5
2014,Annual,High Blood Pressure,Wyoming,5,28.7,-0.69,30.1,27.3
2014,Annual,High Blood Pressure,United States,,31.4,,32.7,32.1
2014,Annual,High Blood Pressure,District of Columbia,,28.4,,30.2,26.6
2014,Annual,High Cholesterol,Alabama,50,44.4,2,46.2,42.5
2014,Annual,High Cholesterol,Alaska,27,38.6,0.08,40.9,36.4
2014,Annual,High Cholesterol,Arizona,35,39.7,0.52,42.5,36.9
2014,Annual,High Cholesterol,Arkansas,46,42.4,1.59,44.5,40.4
2014,Annual,High Cholesterol,California,20,37.7,-0.28,39.1,36.3
2014,Annual,High Cholesterol,Colorado,3,34.8,-1.43,35.9,33.7
2014,Annual,High Cholesterol,Connecticut,22,37.8,-0.24,39.5,36.2
2014,Annual,High Cholesterol,Delaware,39,40.6,0.88,42.5,38.7
2014,Annual,High Cholesterol,Florida,38,40.3,0.76,41.6,39.1
2014,Annual,High Cholesterol,Georgia,23,38.1,-0.12,39.7,36.6
2014,Annual,High Cholesterol,Hawaii,4,34.9,-1.39,36.6,33.3
2014,Annual,High Cholesterol,Idaho,25,38.4,0,40.5,36.4
2014,Annual,High Cholesterol,Illinois,11,36.6,-0.72,38.5,34.7
2014,Annual,High Cholesterol,Indiana,37,39.8,0.56,41.1,38.5
2014,Annual,High Cholesterol,Iowa,43,41.1,1.07,42.5,39.6
2014,Annual,High Cholesterol,Kansas,23,38.1,-0.12,38.9,37.3
2014,Annual,High Cholesterol,Kentucky,49,43.2,1.91,44.7,41.7
2014,Annual,High Cholesterol,Louisiana,41,40.7,0.92,42.8,38.6
2014,Annual,High Cholesterol,Maine,35,39.7,0.52,41.1,38.2
2014,Annual,High Cholesterol,Maryland,16,37,-0.56,38.4,35.7
2014,Annual,High Cholesterol,Massachusetts,10,36.5,-0.76,37.7,35.2
2014,Annual,High Cholesterol,Michigan,39,40.6,0.88,41.8,39.4
2014,Annual,High Cholesterol,Minnesota,2,33.6,-1.91,35.2,32
2014,Annual,High Cholesterol,Mississippi,45,41.9,1.39,43.7,40.2
2014,Annual,High Cholesterol,Missouri,32,38.8,0.16,40.6,37
2014,Annual,High Cholesterol,Montana,7,35.7,-1.07,37.1,34.3
2014,Annual,High Cholesterol,Nebraska,18,37.4,-0.4,38.6,36.1
2014,Annual,High Cholesterol,Nevada,27,38.6,0.08,41.2,35.9
2014,Annual,High Cholesterol,New Hampshire,13,36.7,-0.68,38.3,35.2
2014,Annual,High Cholesterol,New Jersey,34,39.2,0.32,40.5,37.9
2014,Annual,High Cholesterol,New Mexico,15,36.8,-0.64,38.3,35.2
2014,Annual,High Cholesterol,New York,33,39.1,0.28,40.5,37.6
2014,Annual,High Cholesterol,North Carolina,42,41,1.03,42.4,39.5
2014,Annual,High Cholesterol,North Dakota,9,36.4,-0.8,38,34.9
2014,Annual,High Cholesterol,Ohio,19,37.5,-0.36,38.8,36.2
2014,Annual,High Cholesterol,Oklahoma,44,41.2,1.11,42.6,39.7
2014,Annual,High Cholesterol,Oregon,16,37,-0.56,38.7,35.3
2014,Annual,High Cholesterol,Pennsylvania,26,38.5,0.04,39.8,37.2
2014,Annual,High Cholesterol,Rhode Island,30,38.7,0.12,40.3,37
2014,Annual,High Cholesterol,South Carolina,47,42.6,1.67,44,41.2
2014,Annual,High Cholesterol,South Dakota,11,36.6,-0.72,38.7,34.5
2014,Annual,High Cholesterol,Tennessee,30,38.7,0.12,40.6,36.8
2014,Annual,High Cholesterol,Texas,20,37.7,-0.28,39.3,36.1
2014,Annual,High Cholesterol,Utah,1,33.4,-1.99,34.6,32.3
2014,Annual,High Cholesterol,Vermont,6,35.2,-1.27,36.7,33.7
2014,Annual,High Cholesterol,Virginia,27,38.6,0.08,40.1,37.1
2014,Annual,High Cholesterol,Washington,13,36.7,-0.68,38,35.4
2014,Annual,High Cholesterol,West Virginia,48,42.9,1.79,44.5,41.3
2014,Annual,High Cholesterol,Wisconsin,8,36.2,-0.88,38.2,34.3
2014,Annual,High Cholesterol,Wyoming,5,35,-1.35,36.7,33.4
2014,Annual,High Cholesterol,United States,,38.4,,38.9,38.3
2014,Annual,High Cholesterol,District of Columbia,,34,,36.1,31.9
2014,Annual,High Health Status,Alabama,47,44.4,-1.73,46.3,42.6
2014,Annual,High Health Status,Alaska,19,53.7,0.23,55.8,51.6
2014,Annual,High Health Status,Arizona,23,52.8,0.04,55.5,50.1
2014,Annual,High Health Status,Arkansas,49,42.7,-2,44.6,40.7
2014,Annual,High Health Status,California,32,50.7,-0.4,52,49.4
2014,Annual,High Health Status,Colorado,6,58.3,1.2,59.4,57.2
2014,Annual,High Health Status,Connecticut,5,58.4,1.22,60.1,56.8
2014,Annual,High Health Status,Delaware,29,51,-0.34,52.9,49.1
2014,Annual,High Health Status,Florida,37,49.6,-0.63,50.8,48.4
2014,Annual,High Health Status,Georgia,38,49.5,-0.65,51,48
2014,Annual,High Health Status,Hawaii,40,49,-0.76,50.6,47.3
2014,Annual,High Health Status,Idaho,12,54.6,0.42,56.5,52.7
2014,Annual,High Health Status,Illinois,35,49.9,-0.57,51.8,48
2014,Annual,High Health Status,Indiana,38,49.5,-0.65,50.8,48.2
2014,Annual,High Health Status,Iowa,17,53.9,0.27,55.3,52.4
2014,Annual,High Health Status,Kansas,23,52.8,0.04,53.6,52
2014,Annual,High Health Status,Kentucky,44,45.3,-1.54,46.7,43.9
2014,Annual,High Health Status,Louisiana,47,44.4,-1.73,46.6,42.2
2014,Annual,High Health Status,Maine,9,55.6,0.63,57.1,54.2
2014,Annual,High Health Status,Maryland,12,54.6,0.42,55.9,53.2
2014,Annual,High Health Status,Massachusetts,4,58.5,1.25,59.7,57.2
2014,Annual,High Health Status,Michigan,30,50.8,-0.38,52,49.6
2014,Annual,High Health Status,Minnesota,7,58.2,1.18,59.7,56.7
2014,Annual,High Health Status,Mississippi,46,44.5,-1.71,46.2,42.8
2014,Annual,High Health Status,Missouri,28,51.3,-0.27,53.1,49.6
2014,Annual,High Health Status,Montana,10,55.3,0.57,56.7,53.9
2014,Annual,High Health Status,Nebraska,11,55.2,0.55,56.5,54
2014,Annual,High Health Status,Nevada,30,50.8,-0.38,53.4,48.3
2014,Annual,High Health Status,New Hampshire,2,60.7,1.71,62.3,59.1
2014,Annual,High Health Status,New Jersey,25,52.6,0,53.9,51.3
2014,Annual,High Health Status,New Mexico,42,46.6,-1.27,48.1,45.1
2014,Annual,High Health Status,New York,27,51.6,-0.21,53,50.2
2014,Annual,High Health Status,North Carolina,36,49.8,-0.59,51.3,48.4
2014,Annual,High Health Status,North Dakota,16,54,0.3,55.6,52.4
2014,Annual,High Health Status,Ohio,34,50.2,-0.51,51.6,48.9
2014,Annual,High Health Status,Oklahoma,43,45.4,-1.52,46.8,44
2014,Annual,High Health Status,Oregon,15,54.1,0.32,55.8,52.4
2014,Annual,High Health Status,Pennsylvania,25,52.6,0,53.8,51.3
2014,Annual,High Health Status,Rhode Island,17,53.9,0.27,55.6,52.2
2014,Annual,High Health Status,South Carolina,33,50.3,-0.49,51.7,49
2014,Annual,High Health Status,South Dakota,8,57.7,1.08,59.7,55.7
2014,Annual,High Health Status,Tennessee,41,46.8,-1.22,48.7,45
2014,Annual,High Health Status,Texas,45,45.1,-1.58,46.6,43.6
2014,Annual,High Health Status,Utah,3,59,1.35,60.1,57.9
2014,Annual,High Health Status,Vermont,1,61.7,1.92,63.3,60.2
2014,Annual,High Health Status,Virginia,21,53.5,0.19,55,52
2014,Annual,High Health Status,Washington,22,52.9,0.06,54.1,51.6
2014,Annual,High Health Status,West Virginia,50,41.6,-2,43.1,40
2014,Annual,High Health Status,Wisconsin,19,53.7,0.23,55.6,51.8
2014,Annual,High Health Status,Wyoming,12,54.6,0.42,56.3,52.8
2014,Annual,High Health Status,United States,,52.6,,51.1,50.5
2014,Annual,High Health Status,District of Columbia,,60.4,,62.7,58.2
2014,Annual,High School Graduation,Alabama,43,75,-0.91,,
2014,Annual,High School Graduation,Alaska,30,79,-0.3,,
2014,Annual,High School Graduation,Arizona,39,77,-0.61,,
2014,Annual,High School Graduation,Arkansas,34,78,-0.45,,
2014,Annual,High School Graduation,California,22,82,0.15,,
2014,Annual,High School Graduation,Colorado,22,82,0.15,,
2014,Annual,High School Graduation,Connecticut,12,86,0.76,,
2014,Annual,High School Graduation,Delaware,39,77,-0.61,,
2014,Annual,High School Graduation,Florida,43,75,-0.91,,
